id,gold_id,source,record_type,text,words,language,script,sif_potential,confidence,statement_type,statement_type_raw,life_saving_rules,lsr_raw,energy_types,energy_source_raw,barrier,barrier_raw,barrier_status,barrier_status_raw,exposure,trap_type_raw,trap_family,verdict_candidates,rationale,review_flags,split,fold
gold_R076,R076,gold_180,observation,Pigging operation me receiver ka door khola gaya bina pressure release confirm kiye.,13,hinglish,latin,YES,0.95,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""pressure""]",pressure,other,depressurisation verification,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Pig trap opening under pressure is a known fatality mechanism.,[],gold_test,1
gold_R077,R077,gold_180,observation,Ek worker crane ke hook pe baith kar upar gaya.,10,hinglish,latin,YES,0.94,observed,observed,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,"[""gravity""]",gravity_height,other,man riding prohibition,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Man riding on a hook. Fall and load release both fatal.,[],gold_test,1
gold_R078,R078,gold_180,observation,"Grinding machine ka guard nikala hua tha, worker bina face shield ke kaam kar raha tha.",16,hinglish,latin,YES,0.7,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""mechanical"", ""motion""]",mechanical_motion,machine_guard,machine guarding,absent,failed,present,life_altering_not_fatal,domain_scenario,"[""EXPOSURE"", ""P_SIF""]",Disc burst can cause blindness or severe laceration.,[],gold_test,0
gold_R079,R079,gold_180,observation,Live line pe hot tapping ki gayi bina approved procedure ke.,11,hinglish,latin,YES,0.93,observed,observed,"[""Work Authorisation""]",Work Authorisation,"[""pressure""]",pressure,ptw,approved procedure and permit,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Hot tapping without procedure risks loss of containment.,[],gold_test,3
gold_R080,R080,gold_180,observation,Steam line ka insulation nikla hua tha aur worker uske paas se guzar raha tha.,15,hinglish,latin,UNCERTAIN,0.55,observed,observed,[],NONE,"[""thermal""]",thermal_fire,other,thermal insulation,absent,failed,present,borderline,other,"[""INSUFFICIENT"", ""EXPOSURE""]","Contact burn likely, fatality unlikely unless large release.",[],gold_test,0
gold_R081,R081,gold_180,observation,Confined space entry chal rahi thi lekin rescue plan aur standby man nahi tha.,14,hinglish,latin,YES,0.92,observed,observed,"[""Confined Space""]",Confined Space,"[""chemical""]",oxygen_deficiency,other,rescue arrangement and attendant,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Most confined space deaths are would-be rescuers.,[],gold_test,1
gold_R082,R082,gold_180,observation,"Hoist ka wire rope kai jagah se frayed tha, load uthaya ja raha tha.",14,hinglish,latin,YES,0.88,observed,observed,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,"[""gravity"", ""mechanical""]",suspended_load,energy_isolation,lifting equipment integrity,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Rope failure under load.,[],gold_test,4
gold_R083,R083,gold_180,observation,6 m pe scaffold pe sirf ek plank tha aur guardrail nahi tha.,13,hinglish,latin,YES,0.92,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,fall_arrest,working platform and edge protection,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Incomplete platform at fatal height.,[],gold_test,0
gold_R084,R084,gold_180,observation,"Tank ki ladder ka cage missing tha, worker upar chadh raha tha.",12,hinglish,latin,YES,0.86,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,fall_arrest,ladder cage or fall arrest,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Vertical climb without fall protection.,[],gold_test,4
gold_R085,R085,gold_180,observation,Boiler ka safety valve gag kiya hua paya gaya.,9,hinglish,latin,YES,0.93,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""pressure""]",pressure,energy_isolation,pressure relief,absent,failed,unknown,deliberate_bypass,domain_scenario,"[""EXPOSURE"", ""P_SIF""]",Relief device defeated on a pressure vessel.,[],gold_test,2
gold_R086,R086,gold_180,observation,Hot work chal raha tha lekin fire water pump available nahi tha.,12,hinglish,latin,YES,0.8,observed,observed,"[""Hot Work""]",Hot Work,"[""thermal""]",thermal_fire,other,fire water availability,absent,failed,present,mitigation_barrier,capacity_or_barrier_status,"[""EXPOSURE"", ""P_SIF""]",Mitigation barrier absent during ignition source work.,[],gold_test,1
gold_R087,R087,gold_180,observation,Hydrotest chal raha tha aur do worker test line ke saamne khade the.,13,hinglish,latin,YES,0.9,observed,observed,"[""Line of Fire""]",Line of Fire,"[""pressure""]",pressure,other,exclusion during pressure test,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",Stored energy release directed at personnel.,[],gold_test,3
gold_R088,R088,gold_180,observation,Rig floor pe tong ke swing path me ek helper khada tha.,12,hinglish,latin,YES,0.91,observed,observed,"[""Line of Fire""]",Line of Fire,"[""mechanical"", ""motion""]",mechanical_motion,other,red zone management,absent,failed,present,rig_specific,other,"[""EXPOSURE"", ""P_SIF""]",Rig floor red zone violation.,[],gold_test,4
gold_R089,R089,gold_180,observation,Mud pump ka relief valve line blocked mili.,8,hinglish,latin,YES,0.82,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""pressure""]",pressure,energy_isolation,pressure relief,absent,failed,unknown,none,none,"[""EXPOSURE"", ""P_SIF""]",Overpressure protection ineffective.,[],gold_test,0
gold_R090,R090,gold_180,observation,Wireline operation shuru hua lekin pressure control equipment ka test nahi hua tha.,13,hinglish,latin,YES,0.9,observed,observed,"[""Work Authorisation""]",Work Authorisation,"[""pressure""]",pressure,other,pressure control equipment testing,absent,failed,present,well_control,domain_scenario,"[""EXPOSURE"", ""P_SIF""]",Well barrier unverified during live intervention.,[],gold_test,2
gold_R091,R091,gold_180,observation,Classified area me electrical panel ka door khula hua tha.,10,hinglish,latin,UNCERTAIN,0.58,observed,observed,[],NONE,"[""thermal""]",thermal_fire,energy_isolation,explosion protection integrity,absent,failed,unknown,borderline,other,"[""INSUFFICIENT"", ""EXPOSURE""]",Ex integrity lost. Ignition depends on gas presence.,[],gold_test,0
gold_R092,R092,gold_180,observation,"Cable joint trench ke paani me duba hua tha, supply on thi.",12,hinglish,latin,YES,0.88,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""electrical""]",electrical,energy_isolation,electrical integrity and isolation,absent,failed,unknown,india_monsoon,india_context,"[""EXPOSURE"", ""P_SIF""]",Energised joint submerged. Step potential risk.,[],gold_test,2
gold_R093,R093,gold_180,observation,Transformer yard ka gate khula tha aur koi supervision nahi tha.,11,hinglish,latin,UNCERTAIN,0.6,observed,observed,[],NONE,"[""electrical""]",electrical,other,access control to HV area,absent,failed,unknown,borderline,other,"[""INSUFFICIENT"", ""EXPOSURE""]",HV access uncontrolled but no person confirmed inside.,[],gold_test,3
gold_R094,R094,gold_180,observation,Crane ka boom 11 kV overhead line ke bahut kareeb aa gaya tha.,13,hinglish,latin,YES,0.95,observed,observed,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,"[""electrical""]",electrical,other,overhead line clearance,absent,failed,present,none,none,"[""EXPOSURE"", ""P_SIF""]",HV contact through crane structure kills the whole crew.,[],gold_test,4
gold_R095,R095,gold_180,observation,Trench ke upar se log bina walkway ke cross kar rahe the.,12,hinglish,latin,UNCERTAIN,0.52,observed,observed,[],NONE,"[""gravity""]",gravity_height,other,crossing arrangement,absent,failed,present,borderline,other,"[""INSUFFICIENT"", ""EXPOSURE""]",Fall into trench. Depth not stated.,[],gold_test,2
gold_R096,R096,gold_180,observation,Jetty pe kaam kar rahe worker ne life jacket nahi pehna tha.,12,hinglish,latin,YES,0.85,observed,observed,[],NONE,[],none,ppe,life jacket and rescue arrangement,pseudo,failed,present,drowning,domain_scenario,"[""EXPOSURE"", ""P_SIF""]",Drowning is a fatality mechanism with no injury precursor.,"[""sif_yes_but_energy_none"", ""sif_yes_no_lsr""]",gold_test,4
gold_R097,R097,gold_180,observation,"Nitrogen cylinder band store room me rakha tha, ventilation nahi thi.",11,hinglish,latin,YES,0.84,observed,observed,[],NONE,"[""chemical""]",oxygen_deficiency,gas_test,ventilation and inert gas storage,absent,failed,unknown,none,none,"[""EXPOSURE"", ""P_SIF""]",Oxygen displacement in enclosed space.,"[""sif_yes_no_lsr""]",gold_test,1
gold_R098,R098,gold_180,observation,Battery room ka exhaust fan kaam nahi kar raha tha.,10,hinglish,latin,YES,0.8,observed,observed,[],NONE,"[""thermal""]",thermal_fire,gas_test,ventilation for hydrogen,absent,failed,unknown,none,none,"[""EXPOSURE"", ""P_SIF""]",Hydrogen accumulation and explosion risk.,"[""sif_yes_no_lsr""]",gold_test,1
gold_R099,R099,gold_180,observation,Paint store ke bilkul paas grinding ki spark gir rahi thi.,11,hinglish,latin,YES,0.87,observed,observed,"[""Hot Work""]",Hot Work,"[""thermal""]",thermal_fire,other,ignition source separation,absent,failed,present,none,none,"[""P_SIF"", ""EXPOSURE""]",Sparks adjacent to flammable store.,[],gold_test,3
gold_R100,R100,gold_180,observation,"Seedhi se utarte waqt paav phisal gaya, takhne me mooch aa gayi.",12,hinglish,latin,NO,0.9,observed,observed,[],NONE,[],none,management_control,housekeeping,present_ineffective,degraded,present,injury_but_low_sif,low_energy_or_numbers,"[""LOW_ENERGY"", ""NON_EVENT""]","Slip injury on stairs, no fatal energy.",[],gold_test,2
gold_R101,R101,gold_180,observation,"Peti uthate waqt kamar me dard hua, rest diya gaya.",10,hinglish,latin,NO,0.92,observed,observed,[],NONE,[],none,other,manual handling,present_ineffective,degraded,present,injury_but_low_sif,low_energy_or_numbers,"[""LOW_ENERGY"", ""NON_EVENT""]",Ergonomic injury.,[],gold_test,3
gold_R102,R102,gold_180,observation,Machhar ke kaatne se worker ko rash aa gaya.,9,hinglish,latin,NO,0.9,observed,observed,[],NONE,"[""biological""]",biological,,none,,not_applicable,present,injury_but_low_sif,low_energy_or_numbers,"[""LOW_ENERGY"", ""SUCCESS"", ""NON_EVENT""]",Minor biological exposure.,[],gold_test,0
gold_R103,R103,gold_180,observation,"Dhool ki wajah se aankh me jalan hui, eyewash use kiya.",11,hinglish,latin,NO,0.88,observed,observed,[],NONE,[],none,ppe,eye protection,pseudo,degraded,present,injury_but_low_sif,low_energy_or_numbers,"[""LOW_ENERGY"", ""NON_EVENT""]",Irritation only.,[],gold_test,1
gold_R104,R104,gold_180,observation,Darwaze se takrane par kandhe pe neel pad gaya.,9,hinglish,latin,NO,0.93,observed,observed,[],NONE,[],none,,none,,not_applicable,present,injury_but_low_sif,low_energy_or_numbers,"[""LOW_ENERGY"", ""NON_EVENT""]","Bruise, no lethal energy.",[],gold_test,3
gold_R105,R105,gold_180,observation,Chai girne se haath pe halka jal gaya.,8,hinglish,latin,NO,0.94,observed,observed,[],NONE,"[""thermal""]",thermal_fire,,none,,not_applicable,present,injury_but_low_sif,low_energy_or_numbers,"[""LOW_ENERGY"", ""SUCCESS"", ""NON_EVENT""]",Minor scald. Thermal energy present but trivial.,[],gold_test,4
gold_R106,R106,gold_180,observation,Lakdi ka splinter ungli me chubh gaya.,7,hinglish,latin,NO,0.95,observed,observed,[],NONE,[],none,ppe,hand protection,pseudo,degraded,present,injury_but_low_sif,low_energy_or_numbers,"[""LOW_ENERGY"", ""NON_EVENT""]",Trivial.,[],gold_test,3
gold_R107,R107,gold_180,observation,Unsafe condition observed during maintenance.,5,english,latin,UNCERTAIN,0.3,observed,observed,[],NONE,[],none,,none,unknown,unknown,unknown,vague_stub,vague_or_unscorable,"[""INSUFFICIENT""]","No hazard, no location, no exposure.",[],gold_test,1
gold_R108,R108,gold_180,observation,Permit ka issue notice kiya gaya.,6,hinglish,latin,UNCERTAIN,0.32,observed,observed,"[""Work Authorisation""]",Work Authorisation,[],none,ptw,permit to work,unknown,unknown,unknown,vague_stub,vague_or_unscorable,"[""INSUFFICIENT""]",Permit issue unspecified.,[],gold_test,4
gold_R109,R109,gold_180,observation,Line me kuch problem thi.,5,hinglish,latin,UNCERTAIN,0.2,observed,observed,[],NONE,[],none,,none,unknown,unknown,unknown,vague_stub,vague_or_unscorable,"[""INSUFFICIENT""]",Uninterpretable.,[],gold_test,4
gold_R110,R110,gold_180,observation,Worker procedure follow nahi kar raha tha.,7,hinglish,latin,UNCERTAIN,0.3,observed,observed,[],NONE,[],none,other,procedural compliance,absent,failed,unknown,vague_stub,vague_or_unscorable,"[""INSUFFICIENT""]",Which procedure is not stated.,[],gold_test,1
gold_R111,R111,gold_180,observation,Equipment ki condition theek nahi thi.,6,hinglish,latin,UNCERTAIN,0.25,observed,observed,[],NONE,[],none,energy_isolation,equipment integrity,present_ineffective,degraded,unknown,vague_stub,vague_or_unscorable,"[""INSUFFICIENT""]","No equipment named, no consequence.",[],gold_test,0
gold_R112,R112,gold_180,observation,Site pe safety ka issue hai.,6,hinglish,latin,UNCERTAIN,0.15,observed,observed,[],NONE,[],none,,none,unknown,unknown,unknown,vague_stub,vague_or_unscorable,"[""INSUFFICIENT""]",Content-free.,[],gold_test,1
gold_R113,R113,gold_180,observation,"Access road pe baadh ka paani tha, ambulance ko ghoom kar aana pada.",13,hinglish,latin,UNCERTAIN,0.58,observed,observed,[],NONE,[],none,other,emergency response access,present_ineffective,degraded,absent,india_monsoon,india_context,"[""INSUFFICIENT""]","Response barrier degraded, no primary event yet.",[],gold_test,2
gold_R114,R114,gold_180,observation,Bandh ki wajah se emergency response team site pe der se pahunchi.,12,hinglish,latin,UNCERTAIN,0.55,observed,observed,[],NONE,[],none,other,emergency response time,present_ineffective,degraded,absent,india_disruption,india_context,"[""INSUFFICIENT""]",Mitigation barrier degraded by civil disruption.,[],gold_test,4
gold_R115,R115,gold_180,observation,"Power cut ke dauran gas detection system offline ho gaya, DG changeover me der lagi.",15,hinglish,latin,YES,0.78,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""chemical""]",toxic_atmosphere,gas_test,gas detection availability,absent,failed,unknown,india_power,india_context,"[""EXPOSURE"", ""P_SIF""]",Detection barrier unavailable in hydrocarbon area.,[],gold_test,2
gold_R116,R116,gold_180,observation,"Valve chamber me saanp mila, worker ne dekh liya aur peeche hat gaya.",13,hinglish,latin,UNCERTAIN,0.5,observed,observed,[],NONE,"[""biological""]",biological,management_control,vermin control and inspection,absent,failed,present,india_wildlife,india_context,"[""INSUFFICIENT"", ""EXPOSURE""]",Snakebite is a real remote-site fatality mechanism.,[],gold_test,4
gold_R117,R117,gold_180,observation,"Kohre me convoy chal raha tha, visibility bahut kam thi, speed maintain nahi ki gayi.",15,hinglish,latin,YES,0.82,observed,observed,"[""Driving""]",Driving,"[""motion""]",vehicle,other,journey management,absent,failed,present,india_road,india_context,"[""EXPOSURE"", ""P_SIF""]",Convoy in low visibility at unsafe speed.,[],gold_test,4
gold_R118,R118,gold_180,observation,Plant ke andar do pahiya vahan bina helmet ke chalaya ja raha tha.,13,hinglish,latin,UNCERTAIN,0.58,observed,observed,"[""Driving""]",Driving,"[""motion""]",vehicle,ppe,helmet and site traffic rules,pseudo,failed,present,india_road,india_context,"[""INSUFFICIENT"", ""EXPOSURE""]",Two-wheeler head injury risk inside plant.,[],gold_test,3
gold_R119,R119,gold_180,observation,"Bamboo ka scaffold banaya gaya tha, tie nahi kiya gaya tha, 5 m height.",14,hinglish,latin,YES,0.88,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,other,scaffold design and tying,absent,failed,present,india_improvised,india_context,"[""EXPOSURE"", ""P_SIF""]",Improvised scaffold without ties at fatal height.,[],gold_test,1
gold_R120,R120,gold_180,observation,"Crane operation ke dauran aasman me bijli chamak rahi thi, kaam continue raha.",13,hinglish,latin,YES,0.8,observed,observed,"[""Safe Mechanical Lifting""]",Safe Mechanical Lifting,"[""thermal""]",thermal_fire,other,adverse weather stop criteria,absent,failed,present,india_lightning,india_context,"[""EXPOSURE"", ""P_SIF""]",Lifting continued during lightning activity.,[],gold_test,0
gold_R121,R121,gold_180,observation,"GGS-2 me gas leak ki smell aayi, area me do log the.",12,hinglish,latin,YES,0.86,observed,observed,[],NONE,"[""chemical""]",toxic_atmosphere,energy_isolation,primary containment,absent,failed,present,duplicate_cluster_B,duplicate_cluster,"[""P_SIF"", ""EXPOSURE""]",Cluster B report 1 of 3.,"[""sif_yes_no_lsr""]",gold_test,4
gold_R122,R122,gold_180,observation,"GGS-2 ke paas hydrocarbon smell report hui, operators ne area vacate kiya.",12,hinglish,latin,YES,0.86,observed,observed,[],NONE,"[""chemical""]",toxic_atmosphere,energy_isolation,primary containment,absent,failed,present,duplicate_cluster_B,duplicate_cluster,"[""EXPOSURE"", ""P_SIF""]",Cluster B report 2 of 3.,"[""sif_yes_no_lsr""]",gold_test,0
gold_R123,R123,gold_180,observation,"Gas gathering station 2 me leakage suspect, shift in-charge ko inform kiya gaya.",13,hinglish,latin,YES,0.86,observed,observed,[],NONE,"[""chemical""]",toxic_atmosphere,energy_isolation,primary containment,absent,failed,present,duplicate_cluster_B,duplicate_cluster,"[""EXPOSURE"", ""P_SIF""]",Cluster B report 3 of 3.,"[""sif_yes_no_lsr""]",gold_test,4
gold_R124,R124,gold_180,observation,"Rig 12 pe worker platform se lagbhag gir gaya tha, railing pakad li.",13,hinglish,latin,YES,0.92,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,fall_arrest,edge protection,absent,failed,present,duplicate_cluster_C,duplicate_cluster,"[""P_SIF"", ""EXPOSURE""]",Cluster C report 1 of 2.,[],gold_test,3
gold_R125,R125,gold_180,observation,"Rig 12 me ek worker ka balance bigda platform pe, gir jaata to serious hota.",15,hinglish,latin,YES,0.92,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,fall_arrest,edge protection,absent,failed,present,duplicate_cluster_C,duplicate_cluster,"[""P_SIF"", ""EXPOSURE""]",Cluster C report 2 of 2.,[],gold_test,0
gold_R126,R126,gold_180,observation,Compressor C-201 me abnormal vibration report kiya gaya.,8,hinglish,latin,UNCERTAIN,0.42,observed,observed,[],NONE,"[""mechanical"", ""motion""]",mechanical_motion,energy_isolation,equipment integrity,present_ineffective,degraded,unknown,recurrence_signal,domain_scenario,"[""INSUFFICIENT"", ""EXPOSURE""]",Equipment C-201 occurrence 1.,[],gold_test,0
gold_R127,R127,gold_180,observation,"Compressor C-201 ka temperature high ja raha tha, trip nahi hua.",11,hinglish,latin,UNCERTAIN,0.5,observed,observed,[],NONE,"[""mechanical"", ""motion""]",mechanical_motion,other,protective trip function,present_ineffective,degraded,unknown,recurrence_signal,domain_scenario,"[""INSUFFICIENT"", ""EXPOSURE""]","Equipment C-201 occurrence 2, protection suspect.",[],gold_test,3
gold_R128,R128,gold_180,observation,"C-201 compressor me phir se vibration alarm aaya, operator ne reset kiya.",12,hinglish,latin,UNCERTAIN,0.55,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""mechanical"", ""motion""]",mechanical_motion,other,protective trip function,present_ineffective,degraded,unknown,recurrence_signal,domain_scenario,"[""INSUFFICIENT"", ""EXPOSURE""]","Equipment C-201 occurrence 3, alarm reset without diagnosis.",[],gold_test,2
gold_R129,R129,gold_180,observation,Valve V-33 se passing dekha gaya during isolation.,8,hinglish,latin,UNCERTAIN,0.52,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""pressure""]",pressure,energy_isolation,positive isolation,present_ineffective,degraded,unknown,recurrence_signal,domain_scenario,"[""INSUFFICIENT"", ""EXPOSURE""]",Valve V-33 occurrence 1. Passing valve defeats single isolation.,[],gold_test,2
gold_R130,R130,gold_180,observation,"V-33 valve phir se pass kar raha tha, double block use karna pada.",13,hinglish,latin,UNCERTAIN,0.55,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""pressure""]",pressure,energy_isolation,positive isolation,present_ineffective,degraded,unknown,recurrence_signal,domain_scenario,"[""INSUFFICIENT"", ""EXPOSURE""]",Valve V-33 occurrence 2.,[],gold_test,4
gold_R131,R131,gold_180,observation,"Pump P-104 ke discharge flange se fine spray dekha gaya, operator paas tha.",13,hinglish,latin,YES,0.75,observed,observed,[],NONE,"[""pressure""]",pressure,energy_isolation,primary containment,absent,failed,present,recurrence_signal,domain_scenario,"[""EXPOSURE"", ""P_SIF""]","P-104 occurrence 3, now with exposure.","[""sif_yes_no_lsr""]",gold_test,4
gold_R132,R132,gold_180,observation,"P-104 ka mechanical seal fail ho gaya, hydrocarbon spill hua.",10,hinglish,latin,YES,0.8,observed,observed,[],NONE,"[""pressure""]",pressure,energy_isolation,primary containment,absent,failed,unknown,recurrence_signal,domain_scenario,"[""P_SIF"", ""EXPOSURE""]",P-104 occurrence 4. The pattern predicted this.,"[""sif_yes_no_lsr""]",gold_test,0
gold_R133,R133,gold_180,observation,"Isolation kora nohol, panel ot kaam cholise.",7,mixed_assamese,latin,YES,0.9,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""electrical""]",electrical,energy_isolation,isolation and LOTO verification,absent,failed,present,language_assamese,language_noise,"[""EXPOSURE"", ""P_SIF""]","Roman Assamese. Isolation not done, work in progress.",[],gold_test,0
gold_R134,R134,gold_180,observation,"Pani baradhi ase cellar pit ot, kaam cholise.",8,mixed_assamese,latin,YES,0.78,observed,observed,"[""Work Authorisation""]",Work Authorisation,"[""pressure""]",pressure,energy_isolation,cellar drainage and BOP access,present_ineffective,degraded,present,language_assamese,language_noise,"[""EXPOSURE"", ""P_SIF""]",Roman Assamese describing rising water during work.,[],gold_test,2
gold_R135,R135,gold_180,observation,"Gas test kora hoy ni, tank er bhitore lok dhuke geche.",11,mixed_assamese,latin,YES,0.93,observed,observed,"[""Confined Space""]",Confined Space,"[""chemical""]",oxygen_deficiency,gas_test,gas test and entry permit,absent,failed,present,language_bengali,language_noise,"[""EXPOSURE"", ""P_SIF""]",Roman Bengali. Entry without gas test.,[],gold_test,0
gold_R136,R136,gold_180,observation,"Mistri ne bina permit ke line kholi, gas nikla thoda.",10,hindi_roman,latin,YES,0.88,observed,observed,"[""Work Authorisation""]",Work Authorisation,"[""pressure""]",pressure,ptw,permit to work,absent,failed,present,language_hindi,language_noise,"[""P_SIF"", ""EXPOSURE""]","Line opened without permit, release occurred.",[],gold_test,3
gold_R137,R137,gold_180,observation,"Kaam ke doran koi bhi supervisor mojud nahi tha, height pe kaam chal raha tha.",15,hindi_roman,latin,YES,0.82,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,management_control,supervision,absent,failed,present,language_hindi,language_noise,"[""EXPOSURE"", ""P_SIF""]",Unsupervised work at height.,[],gold_test,0
gold_R138,R138,gold_180,observation,Wrkr was doing welding wthout screen near gas line.,9,english,latin,YES,0.85,observed,observed,"[""Hot Work""]",Hot Work,"[""thermal""]",thermal_fire,other,welding screen and separation,absent,failed,present,typo_english,language_noise,"[""EXPOSURE"", ""P_SIF""]",Heavy typos in English.,[],gold_test,3
gold_R139,R139,gold_180,observation,Emplyee entered excvation 3m dep no shorng.,7,english,latin,YES,0.92,observed,observed,"[""Bypassing Safety Controls""]",Bypassing Safety Controls,"[""gravity""]",excavation_collapse,exclusion_zone,shoring,absent,failed,present,typo_english,language_noise,"[""EXPOSURE"", ""P_SIF""]","Heavy typos, clear hazard.",[],gold_test,0
gold_R140,R140,gold_180,observation,"Energised panl pe kaam, isoltn nhi kiya, 11kv.",8,hinglish,latin,YES,0.95,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""electrical""]",electrical,energy_isolation,isolation and LOTO verification,absent,failed,present,typo_english,language_noise,"[""EXPOSURE"", ""P_SIF""]",HV work with abbreviations and typos.,[],gold_test,0
gold_R141,R141,gold_180,observation,Koi injury nahi hui aur na hi koi unsafe condition thi.,11,hinglish,latin,NO,0.9,observed,observed,[],NONE,[],none,,none,present_effective,intact,absent,negation,negation,"[""LOW_ENERGY"", ""NON_EVENT""]","Double negative content, genuinely nothing to report.",[],gold_test,1
gold_R142,R142,gold_180,observation,Worker height pe tha lekin harness properly anchored tha aur guardrail bhi tha.,13,hinglish,latin,NO,0.88,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,fall_arrest,fall protection,present_effective,intact,present,negation_barrier_intact,negation,"[""SUCCESS"", ""CAPACITY""]",Energy and exposure present but barrier working. Correct answer NO.,[],gold_test,1
gold_R143,R143,gold_180,observation,"Gas test kiya gaya tha aur reading safe thi, phir entry hui.",12,hinglish,latin,NO,0.9,observed,observed,"[""Confined Space""]",Confined Space,"[""chemical""]",oxygen_deficiency,gas_test,gas test and entry permit,present_effective,intact,present,negation_barrier_intact,negation,"[""SUCCESS"", ""CAPACITY""]","Confined space vocabulary present, barrier intact.",[],gold_test,0
gold_R144,R144,gold_180,observation,Isolation certificate liya gaya tha lekin tag physically nahi laga tha.,11,hinglish,latin,UNCERTAIN,0.58,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""electrical""]",electrical,other,physical tagging,present_ineffective,degraded,unknown,partial_barrier,capacity_or_barrier_status,"[""INSUFFICIENT"", ""EXPOSURE""]","Paper barrier present, physical barrier absent.",[],gold_test,2
gold_R145,R145,gold_180,observation,Permit tha lekin usme mentioned precautions me se do complete nahi the.,12,hinglish,latin,UNCERTAIN,0.55,observed,observed,"[""Work Authorisation""]",Work Authorisation,[],none,ptw,permit precautions,present_ineffective,degraded,unknown,partial_barrier,capacity_or_barrier_status,"[""INSUFFICIENT""]",Partial compliance.,[],gold_test,1
gold_R146,R146,gold_180,observation,Isolation fully verify nahi kiya gaya tha.,7,hinglish,latin,UNCERTAIN,0.48,observed,observed,"[""Energy Isolation""]",Energy Isolation,"[""electrical""]",electrical,energy_isolation,isolation verification,present_ineffective,degraded,unknown,partial_negation,negation,"[""INSUFFICIENT"", ""EXPOSURE""]",Partial negation. Should not resolve to a confident NO.,[],gold_test,0
gold_R147,R147,gold_180,observation,Worker ne 30 feet ki height se gir kar bach gaya kyunki net lagi thi.,15,hinglish,latin,YES,0.9,observed,observed,"[""Working at Height""]",Working at Height,"[""gravity""]",gravity_height,other,safety net,present_effective,intact,present,barrier_worked_still_sif,capacity_or_barrier_status,"[""CAPACITY""]",Barrier worked but a fall from 30 ft occurred. Still a SIF precursor.,[],gold_test,2
gold_R148,R148,gold_180,observation,"Load 2 feet ki height se gira, koi neeche nahi tha.",11,hinglish,latin,NO,0.82,observed,observed,"[""Line of Fire""]",Line of Fire,"[""gravity"", ""mechanical""]",suspended_load,exclusion_zone,exclusion zone,absent,failed,absent,numbers_matter,low_energy_or_numbers,"[""LOW_ENERGY"", ""SUCCESS"", ""NON_EVENT""]",Low drop height and no exposure.,[],gold_test,0
gold_R149,R149,gold_180,observation,"Load 15 meter se gira derrick se, area barricaded tha.",10,hinglish,latin,YES,0.85,observed,observed,"[""Line of Fire""]",Line of Fire,"[""gravity"", ""mechanical""]",suspended_load,tool_lanyard,dropped object prevention,absent,failed,absent,dropped_object,domain_scenario,"[""P_SIF"", ""EXPOSURE""]",High energy dropped object. Barricading was the only thing preventing a fatality.,"[""exposure_absent_but_sif_yes""]",gold_test,3
gold_R150,R150,gold_180,observation,"Spanner monkey board se gir gaya, neeche floorman kaam kar raha tha.",12,hinglish,latin,YES,0.9,observed,observed,"[""Line of Fire""]",Line of Fire,"[""gravity"", ""mechanical""]",suspended_load,tool_lanyard,tool tethering and exclusion,absent,failed,present,dropped_object,domain_scenario,"[""P_SIF"", ""EXPOSURE""]",Small object at height is a classic fatality mechanism.,[],gold_test,1
